term,estimate,std.error,statistic,df,p.value,model
PercentCrop,0.02329490575627513,0.005980253291792976,3.895304198610448,82.60041867212153,1.9831065699352037e-4,Var6
LandDiversity,-0.004417630830237453,0.005094688529222724,-0.8671051831526654,87.40817770667852,0.3882585644065878,Var6
MeanCropArea,-0.0032308774677547473,0.0053053395158862105,-0.6089859957275623,18.928445744251082,0.5497736162473678,Var6
LargeFarms,0.08299665052976474,0.005445203347716132,15.242158139893126,108.9262650401211,8.987219596732341e-29,Var6
ForestCropEdge,0.00600206749223723,0.005578102914930476,1.0760051551167982,74.17686827571636,0.28541226452307655,Var6
CropDiversity,0.008745322675393996,0.004582420196428031,1.9084506222739943,60.578251823517355,0.06107448013104938,Var6
PercentCrop,0.022528919234630834,0.005950675369313512,3.785943247855216,82.70946838806226,2.890745766912969e-4,Var5_3yrs
LandDiversity,-0.0036738977019187295,0.005101024503700564,-0.7202274169146771,88.19479579685057,0.4732895100164962,Var5_3yrs
MeanCropArea,-0.003365069937344586,0.005277939419295269,-0.6375726718352336,18.914144018814625,0.531395011867208,Var5_3yrs
LargeFarms,0.08387313869123325,0.005616916148008908,14.932239770209979,108.93404949530688,4.101231177115199e-28,Var5_3yrs
ForestCropEdge,0.00649637187796835,0.005555732575458263,1.1693096796388724,74.14638140901954,0.2460242185019583,Var5_3yrs
PercentCrop,0.021767693870830076,0.005737029153718654,3.794244945874223,83.73502955706627,2.7898593859554123e-4,Var5
LandDiversity,-0.0033947082028403025,0.004828539421931075,-0.7030507377493169,87.86606003480826,0.48388278954354147,Var5
MeanCropArea,-0.004379444131441533,0.0052111438530260505,-0.8403997768932133,19.92338879142764,0.4106568930018829,Var5
LargeFarms,0.07929894683947193,0.0055087391640932714,14.395117372111844,112.50441535281311,2.826311947265189e-27,Var5
ForestCropEdge,0.006426485360776263,0.005309092496153323,1.2104677711741774,73.8977332153354,0.22995692220391087,Var5
PercentCrop,0.018786638217917675,0.005908822505901316,3.179421652817444,79.82892176351935,0.0021008990628756602,Var6_crops
LandDiversity,-0.003994809889846918,0.003912742207509061,-1.020974467006888,89.822711699235,0.31000852965762277,Var6_crops
MeanCropArea,-0.0018978069392014785,0.004094421264275456,-0.4635104247235567,19.083258401661844,0.648241519240878,Var6_crops
LargeFarms,0.07923467926662066,0.006074333810590006,13.044175993173566,95.22207964972658,6.500181411096593e-23,Var6_crops
ForestCropEdge,0.0028411725625900885,0.005147588354010537,0.551942456777163,73.65437652656753,0.5826586596067697,Var6_crops
CropDiversity,0.008932788463542342,0.004100800799139365,2.178303434152926,64.4081894529459,0.03305041578761683,Var6_crops
SoyGrains,-0.012293941857552013,0.006164000424690564,-1.9944745312325598,96.66639369289274,0.04891652043849389,Var6_crops
Corn,0.0380151916580528,0.007354869953884997,5.168710241840833,98.82824618755387,1.2299271112132154e-6,Var6_crops
FruitVeg,0.05049138861902273,0.01267006114696002,3.985094312756125,14.013447744054623,0.0013527045884390422,Var6_crops
PercentCrop,0.017983483587688448,0.005931428298866034,3.0318976613316755,80.01106133984915,0.0032744064063028907,Var5_3yrs_crops
LandDiversity,-0.0031678106673261185,0.0038677794169859206,-0.8190256800618497,90.63236593520747,0.41492020498447324,Var5_3yrs_crops
MeanCropArea,-0.002002515363110611,0.004077580749083587,-0.49110379078591265,19.074440937148186,0.6289558591795127,Var5_3yrs_crops
LargeFarms,0.08024577134414657,0.006225590070161933,12.889665146561649,95.71720296172602,1.226108425087259e-22,Var5_3yrs_crops
ForestCropEdge,0.0033517348645138844,0.005159150624963747,0.6496679605157751,73.5996051805034,0.5179292569177136,Var5_3yrs_crops
SoyGrains,-0.012926171144172233,0.006272038098892543,-2.0609203803233616,94.92458950333933,0.04204573208815479,Var5_3yrs_crops
Corn,0.038591163066408744,0.0073206331899472385,5.271560815176819,99.16485077933606,7.919661414823026e-7,Var5_3yrs_crops
FruitVeg,0.05004588900198955,0.012968632999685916,3.8589949305529423,13.726427675153838,0.0017962145811202617,Var5_3yrs_crops
PercentCrop,0.020484414676464693,0.005787648670450437,3.5393327831128434,81.19728529502885,6.66987020017042e-4,Var5_crops
LandDiversity,-0.002233595921385085,0.0036032020667506196,-0.6198919405592342,92.08626926457062,0.536859846258556,Var5_crops
MeanCropArea,-0.0031428291895865485,0.0038946744104837207,-0.8069555650471454,21.2216811997717,0.42864387867801135,Var5_crops
LargeFarms,0.08129913289265038,0.006143337514028457,13.233707688532801,103.77867756050742,5.158430428223651e-24,Var5_crops
ForestCropEdge,0.004035484202431364,0.004877732961781417,0.82732782504714,73.4136264982611,0.4107324620211795,Var5_crops
SoyGrains,-0.026840433084612824,0.005845855882881203,-4.5913607215688295,93.41242717670447,1.3712593864316103e-5,Var5_crops
Corn,0.03739595123936848,0.006955572862035041,5.3764013376214255,99.01884212290294,5.070746103321281e-7,Var5_crops
FruitVeg,0.04914117058295192,0.010316085351018654,4.763548275422083,14.343625754469203,2.8340420212082573e-4,Var5_crops
