term,estimate,std.error,statistic,df,p.value,model,ERS
pland_crops,0.012314169545464729,0.044875839394742004,0.2744053306088699,4.439430334052682,0.7960762415375651,ERS_twoways_var7,2
cropintensity,-0.49999064738942856,1.1962919154549772,-0.4179503689108111,1.167497181328316,0.7398127684295326,ERS_twoways_var7,2
msidi,0.01542111281931536,0.034800056745833745,0.4431347032548035,3.213982662199758,0.6858145243999461,ERS_twoways_var7,2
mna_crops,-0.24149871194523367,0.12080057856854132,-1.999151947837809,8.578317995266914,0.078215812059909,ERS_twoways_var7,2
largefarm_planted,0.02588142943878088,0.010238454384757368,2.52786489700166,69.39403174584785,0.013755725973032148,ERS_twoways_var7,2
natural_crops_ed,-0.002274621072667359,0.07169751395995455,-0.031725243276047345,26.432999414046364,0.974929505769785,ERS_twoways_var7,2
SDI,0.005454846862612532,0.007315712719025202,0.7456343724961599,79.61138612498316,0.4580842110308111,ERS_twoways_var7,2
pland_crops,0.01623040261147248,0.05641601668216614,0.2876913962733411,4.414531769304663,0.7865907788430239,ERS_individual_var7,2
cropintensity,-0.2706621477834109,0.775399470014686,-0.3490615589127042,1.1585603917459626,0.7798008963669186,ERS_individual_var7,2
msidi,0.01652476776908519,0.04072033887900729,0.4058111554077529,3.267932906605671,0.7100077180770819,ERS_individual_var7,2
mna_crops,-0.17147755928250144,0.12459420648945488,-1.3762883854235595,8.579635144832281,0.20358344927253516,ERS_individual_var7,2
largefarm_planted,0.030598583141772093,0.010262973241291145,2.9814540506316867,79.06979580001477,0.0038118558596305927,ERS_individual_var7,2
natural_crops_ed,-0.1890543445222148,0.07265875974639717,-2.601948411754843,32.68650922203843,0.013819978096527834,ERS_individual_var7,2
SDI,-0.009372475490168104,0.007119058248442875,-1.316533052980443,78.6941350853306,0.19181670699952258,ERS_individual_var7,2
pland_crops,0.00796203538963263,0.019242336887506845,0.41377694591772834,68.16564491933386,0.6803364636175195,ERS_time_var7,2
cropintensity,-1.7476824056426339,0.7186781842031282,-2.43180110939428,2.4178515194658035,0.11374098589454916,ERS_time_var7,2
msidi,-0.005307529248930502,0.012439062431944602,-0.426682419030256,71.9315095874706,0.6708849853328378,ERS_time_var7,2
