term,estimate,std.error,statistic,df,p.value,model,ERS
corn_planted,0.09118722887308159,0.10170906147678392,0.8965497031343265,12.412569715614207,0.38701716435732925,ERS_twoways_var7crops,1
corn_planted,-0.1284980197745668,0.08350009903928933,-1.5388966151298165,18.116365353616136,0.1411133297547885,ERS_individual_var7crops,1
corn_planted,0.428986658880411,0.0970700096970806,4.419353209288006,69.54908270425399,3.560055540311991e-5,ERS_time_var7crops,1
corn_planted,0.2860038887044006,0.08912524444806706,3.2090109875777557,16.37664740212637,0.005344306446630469,ERS_twoways_var6crops,1
corn_planted,0.24849427843881208,0.09208649449507102,2.698487761982436,24.17748263579418,0.012504290472434365,ERS_individual_var6crops,1
corn_planted,0.41585661518853906,0.09504375529102384,4.375422813578722,53.44710722258655,5.655619451449635e-5,ERS_time_var6crops,1
corn_planted,0.13229878456490488,0.10307218328232819,1.2835546929526196,12.499546662446722,0.2225833133202138,ERS_twoways_var6crops_3yrs,1
corn_planted,-0.11752488938924084,0.08129728937216286,-1.4456187936504894,18.126199679298285,0.16535271115763203,ERS_individual_var6crops_3yrs,1
corn_planted,0.4315256947386417,0.08889029011289236,4.854587539208117,55.63036887177947,1.0172171359049072e-5,ERS_time_var6crops_3yrs,1
corn_planted,8.770129305271856e-4,0.07509744499713278,0.011678332472704897,144.27521025646098,0.9906983837687675,ERS_twoways_var7crops,2
corn_planted,0.22893379385051163,0.06892723008197782,3.321383922989968,150.2909801476742,0.001124559945631334,ERS_individual_var7crops,2
corn_planted,0.13269990229301054,0.08957946906466957,1.4813651350982142,154.20863080182798,0.14054972770206223,ERS_time_var7crops,2
corn_planted,0.2491188236538992,0.06139681766733431,4.0575201308266,174.9953012107497,7.462311214897742e-5,ERS_twoways_var6crops,2
corn_planted,0.5937474252870253,0.05570252062913002,10.659255965097582,177.20829799342343,8.205326465298636e-21,ERS_individual_var6crops,2
corn_planted,0.18403915058355558,0.08074987716920959,2.2791260746800344,155.03492802378136,0.024024167249635818,ERS_time_var6crops,2
corn_planted,0.002894714413856499,0.07464911983438782,0.03877760943837708,143.7420118148036,0.969121501397014,ERS_twoways_var6crops_3yrs,2
corn_planted,0.23726187351688058,0.0685298341306028,3.462169090687008,151.72528846648024,6.963499403148988e-4,ERS_individual_var6crops_3yrs,2
corn_planted,0.15443218497459127,0.08908199489000489,1.7335959434370363,148.90312718509904,0.08505972270950046,ERS_time_var6crops_3yrs,2
corn_planted,0.5104262730968808,0.13494382500579793,3.78250930025846,33.83844924753786,6.042449818562085e-4,ERS_twoways_var7crops,3
corn_planted,0.5869466224293802,0.1279696704775963,4.586607281544397,32.678797103236896,6.319523758176258e-5,ERS_individual_var7crops,3
corn_planted,0.24323863353458341,0.04970652451958223,4.893495087123982,79.79271394179877,5.062914564236096e-6,ERS_time_var7crops,3
corn_planted,0.6026103312558264,0.09533101409866468,6.321241171652105,59.276480060428874,3.704867914780207e-8,ERS_twoways_var6crops,3
corn_planted,0.7272124315692616,0.09208579861895132,7.897118149329932,57.217043226243035,9.941577418169343e-11,ERS_individual_var6crops,3
corn_planted,0.23420261057705194,0.043546807936161475,5.378180897217244,88.67191037989211,6.050001283504645e-7,ERS_time_var6crops,3
corn_planted,0.511633428828123,0.13282287807782728,3.851997759966717,33.36595378197596,5.046245882973938e-4,ERS_twoways_var6crops_3yrs,3
corn_planted,0.585625918437441,0.12570874251094427,4.658593402017813,33.39999917190477,4.907960014051028e-5,ERS_individual_var6crops_3yrs,3
corn_planted,0.23563961976513464,0.048437358173481514,4.864832200822683,80.56231921171585,5.589409123727157e-6,ERS_time_var6crops_3yrs,3
corn_planted,0.1501546553224586,0.12449041956707044,1.2061543036374884,103.30683992281878,0.23051305390074173,ERS_twoways_var7crops,4
corn_planted,0.1318423919158188,0.12230375384726634,1.0779913761311397,101.81881540925642,0.28358490339928716,ERS_individual_var7crops,4
corn_planted,0.015607746014953247,0.04459902008061547,0.34995715122756704,112.11708493260589,0.7270274007232781,ERS_time_var7crops,4
corn_planted,0.020508828664923835,0.09505244688902495,0.215763290016807,115.79496934713633,0.8295518682703676,ERS_twoways_var6crops,4
corn_planted,0.025867230309574323,0.09519619779354926,0.2717254565741401,114.10036639936163,0.7863241690153208,ERS_individual_var6crops,4
corn_planted,0.010335207383251811,0.03925672667772164,0.2632722658742988,114.11251457007901,0.7928155218473951,ERS_time_var6crops,4
