term,estimate,std.error,statistic,df,p.value,model
PercentCrop,0.027461941280155944,0.006963043510915171,3.943956581214376,87.41314892183394,1.6131664238250233e-4,Var6
LandDiversity,-0.0032498569407498944,0.005247156211072564,-0.6193558586824682,96.30224781775071,0.5371444885147233,Var6
MeanCropArea,-0.00342146974895992,0.005093361375267863,-0.6717508334621128,21.959124639579453,0.5087485503114157,Var6
LargeFarms,0.10161093388541163,0.005978136531462024,16.997091543602046,134.17896989763742,2.8745624316363875e-35,Var6
NaturalCropEdge,0.0022319077774952093,0.006019928637217356,0.3707531952616108,106.07242090245062,0.7115607523158498,Var6
CropDiversity,0.020276767624918656,0.003811021886927882,5.320559216537075,92.05351171978374,7.233699451611528e-7,Var6
PercentCrop,0.024804800481364218,0.0069930501816729464,3.5470645622380146,87.75619449341765,6.278350706579624e-4,Var5_3yrs
LandDiversity,-0.001301489272506852,0.005214377216776502,-0.24959630237710825,96.2729329499439,0.8034313416055632,Var5_3yrs
MeanCropArea,-0.0019652500499491667,0.005078410881447733,-0.38698130100668837,22.114614044248263,0.7024689624399861,Var5_3yrs
LargeFarms,0.10457245909558799,0.006229887475127717,16.785609613830815,135.56233375319442,6.59691877116185e-35,Var5_3yrs
NaturalCropEdge,0.004925339797801898,0.006337327432614443,0.7771950952785102,104.44423149953884,0.4388004496704364,Var5_3yrs
PercentCrop,0.02215202817596005,0.006775406875099894,3.2694757059344055,88.46608761586214,0.001535892652715674,Var5
LandDiversity,-0.0024575841849570094,0.004862366615181286,-0.5054296352899301,93.71184541321992,0.61444383144168,Var5
MeanCropArea,-0.003009961770470113,0.004971666089647953,-0.6054231551747777,23.304702048434947,0.5507488264239011,Var5
LargeFarms,0.10075260759318609,0.0058216940899062306,17.306407041873424,138.08613478894023,2.1212164875132468e-36,Var5
NaturalCropEdge,0.005590885699902924,0.006051066759928779,0.9239504242337477,103.62585235625878,0.35765861550237565,Var5
PercentCrop,0.01970579414118657,0.006650029298271683,2.9632642590474045,85.48041637853603,0.003942167049879835,Var6_crops
LandDiversity,-0.005081403095233523,0.004793082180916945,-1.060153551187687,96.50398821437221,0.291720912975598,Var6_crops
MeanCropArea,-8.785179078948572e-4,0.004068020347290489,-0.2159571076088632,22.14294796421407,0.8309981764080256,Var6_crops
LargeFarms,0.09361854834251601,0.008029247170919157,11.659691917517458,111.35580129773088,5.140679147275235e-21,Var6_crops
NaturalCropEdge,0.004219663012884085,0.005410994144662932,0.7798313766512014,103.76772088495865,0.4372652212624637,Var6_crops
CropDiversity,0.017913081523115826,0.0035309276369163514,5.073194175896443,93.6228605000494,1.9745850202955467e-6,Var6_crops
SoyGrains,-0.008359966876566205,0.006651580784532345,-1.2568391104873233,113.36901296195039,0.21139525538762005,Var6_crops
Corn,0.03132325844013634,0.0070920791186856735,4.416653835348253,129.8499059024727,2.090998376392953e-5,Var6_crops
FruitVeg,0.04570967181719113,0.010072375100738896,4.538122474592703,16.59789340308134,3.079562140088499e-4,Var6_crops
PercentCrop,0.016022282846074803,0.006732206373515869,2.3799452894233286,86.42771103076299,0.019514770201173544,Var5_3yrs_crops
LandDiversity,-0.003570803399245427,0.004764538774622804,-0.7494541587665258,96.24873858439204,0.45541140295166227,Var5_3yrs_crops
MeanCropArea,4.904295514138256e-4,0.0041010724247001595,0.11958568409083443,22.312263815558733,0.9058815963177874,Var5_3yrs_crops
LargeFarms,0.09448115065565618,0.008282052729852354,11.407938796996831,111.70334739433015,1.8694849749696483e-20,Var5_3yrs_crops
NaturalCropEdge,0.006463275349214421,0.005673632818524731,1.1391775879664723,101.7502729230077,0.2573039115289677,Var5_3yrs_crops
SoyGrains,-0.0064915382242807,0.00693547010900884,-0.9359910896088364,115.22169647200415,0.3512353987318134,Var5_3yrs_crops
Corn,0.03534151845724472,0.006951292924893523,5.084164750226816,132.1745156258278,1.2355321038403204e-6,Var5_3yrs_crops
FruitVeg,0.046393658919921525,0.010679191038189881,4.34430461577221,16.934621181061516,4.445232823198397e-4,Var5_3yrs_crops
PercentCrop,0.015060997418295167,0.006647355843948382,2.2657125286900945,86.96726693288929,0.02595220407749745,Var5_crops
LandDiversity,-0.004061626078639179,0.004394073886996173,-0.9243417801096062,93.43428318980871,0.3576894954555331,Var5_crops
MeanCropArea,2.0042511698946353e-4,0.0038569818108721053,0.05196423701675307,24.73125497955486,0.9589746437278545,Var5_crops
LargeFarms,0.09537396850143538,0.007665866926622469,12.441380657185048,116.42707186046553,4.0510012606644886e-23,Var5_crops
NaturalCropEdge,0.0089420227550454,0.005292785838232353,1.689473753208158,101.41421032832216,0.09420081874693262,Var5_crops
SoyGrains,-0.02047909947787382,0.0063542639786516465,-3.2228908881779597,113.43810411356674,0.0016570501567084034,Var5_crops
Corn,0.037758755514468764,0.0065501160533938015,5.76459336089242,132.0480593961297,5.504499460196054e-8,Var5_crops
FruitVeg,0.048640732394290224,0.008880781401969422,5.477077994905217,18.261385675471114,3.1811656085739255e-5,Var5_crops
