term,estimate,std.error,statistic,p.value,model,ERS
corn_planted,0.09118722887308159,0.07395247783030356,1.2330517049384886,0.21782628948616112,ERS_twoways_var7crops,1
corn_planted,-0.1284980197745668,0.06620824233902307,-1.9408160560521357,0.05254149077156097,ERS_individual_var7crops,1
corn_planted,0.428986658880411,0.03795177812665298,11.303466663638085,1.4438603483122622e-28,ERS_time_var7crops,1
corn_planted,0.2860038887044006,0.06798357423949178,4.2069557522361105,2.730354404679046e-5,ERS_twoways_var6crops,1
corn_planted,0.24849427843881208,0.07240113538716642,3.4321875908434905,6.137946033439183e-4,ERS_individual_var6crops,1
corn_planted,0.41585661518853906,0.027197605406234726,15.290192242189413,3.4371486911953477e-50,ERS_time_var6crops,1
corn_planted,0.13229878456490488,0.07513391217287729,1.7608398223760218,0.07854981412075973,ERS_twoways_var6crops_3yrs,1
corn_planted,-0.11752488938924084,0.06879679562371836,-1.708290165606536,0.08787066350139354,ERS_individual_var6crops_3yrs,1
corn_planted,0.4315256947386417,0.03211030195500884,13.438855085924494,4.1332685386935696e-39,ERS_time_var6crops_3yrs,1
corn_planted,8.770129305271856e-4,0.07167272702868573,0.012236354983063179,0.9902401187113592,ERS_twoways_var7crops,2
corn_planted,0.22893379385051163,0.06813164221659085,3.3601684386636372,8.160477060084616e-4,ERS_individual_var7crops,2
corn_planted,0.13269990229301054,0.038129776966923414,3.480217112419101,5.188363005004847e-4,ERS_time_var7crops,2
corn_planted,0.2491188236538992,0.0575797728505626,4.3264988957222865,1.6407903050471428e-5,ERS_twoways_var6crops,2
corn_planted,0.5937474252870253,0.05510647246709853,10.774549680013067,6.598003786744193e-26,ERS_individual_var6crops,2
corn_planted,0.18403915058355558,0.03196874810373872,5.756845716521266,1.023392405752662e-8,ERS_time_var6crops,2
corn_planted,0.002894714413856499,0.07151118749462601,0.040479182562505114,0.9677212665677094,ERS_twoways_var6crops_3yrs,2
corn_planted,0.23726187351688058,0.06812624139414665,3.482679635064469,5.23468390420451e-4,ERS_individual_var6crops_3yrs,2
corn_planted,0.15443218497459127,0.038135790919589616,4.049534079422028,5.458081341394412e-5,ERS_time_var6crops_3yrs,2
corn_planted,0.5104262730968808,0.10913962278344946,4.676819106381268,4.20538779959318e-6,ERS_twoways_var7crops,3
corn_planted,0.5869466224293802,0.11341069723005348,5.1754079356267395,3.8799430150681984e-7,ERS_individual_var7crops,3
corn_planted,0.24323863353458341,0.039030685321026784,6.2319846944512864,9.550036521826046e-10,ERS_time_var7crops,3
corn_planted,0.6026103312558264,0.07797426696388315,7.728323134284149,5.679771409376609e-14,ERS_twoways_var6crops,3
corn_planted,0.7272124315692616,0.07699271891017283,9.44521042850426,1.1802720854244745e-19,ERS_individual_var6crops,3
corn_planted,0.23420261057705194,0.03226550824702737,7.258605963494442,1.0479821174355906e-12,ERS_time_var6crops,3
corn_planted,0.511633428828123,0.10903709752887496,4.692287674776315,3.913323325345469e-6,ERS_twoways_var6crops_3yrs,3
corn_planted,0.585625918437441,0.11326061792935392,5.170605009436943,3.9677408202418264e-7,ERS_individual_var6crops_3yrs,3
corn_planted,0.23563961976513464,0.03917191280621311,6.015524974000236,3.3875907385039085e-9,ERS_time_var6crops_3yrs,3
corn_planted,0.1501546553224586,0.1079842109846173,1.3905241697218922,0.1647917900779793,ERS_twoways_var7crops,4
corn_planted,0.1318423919158188,0.1079888412817968,1.220889032152648,0.22251954117736333,ERS_individual_var7crops,4
corn_planted,0.015607746014953247,0.03297373604427765,0.4733387200648092,0.6360634543459135,ERS_time_var7crops,4
corn_planted,0.020508828664923835,0.07955857288693499,0.25778276206726386,0.7966224378299749,ERS_twoways_var6crops,4
corn_planted,0.025867230309574323,0.07987589548701504,0.32384275821708197,0.7461180345401245,ERS_individual_var6crops,4
corn_planted,0.010335207383251811,0.027244790222678932,0.37934619054796925,0.7044844971458858,ERS_time_var6crops,4
corn_planted,0.08426244200130283,0.11150048744812902,0.7557136648438639,0.4500633345098086,ERS_twoways_var6crops_3yrs,4
corn_planted,0.06467544585407779,0.11195017012172084,0.5777163695576136,0.5636323190718323,ERS_individual_var6crops_3yrs,4
corn_planted,2.4029705771926252e-4,0.03281288574507657,0.0073232528094642835,0.9941582402350915,ERS_time_var6crops_3yrs,4
corn_planted,0.10817736381657257,0.07951999985187255,1.360379326183125,0.1741044289614329,ERS_twoways_var7crops,5
corn_planted,0.1585349322427743,0.0785112817274178,2.0192630760148518,0.04380191586540609,ERS_individual_var7crops,5
corn_planted,0.03564848758706614,0.04195710398109217,0.8496412813222527,0.39569733864167056,ERS_time_var7crops,5
corn_planted,0.17844158814411523,0.06240334209734731,2.8594876836204026,0.004318276307762903,ERS_twoways_var6crops,5
corn_planted,0.24670401587531265,0.06076812613642948,4.0597601334857965,5.236579890883077e-5,ERS_individual_var6crops,5
corn_planted,0.08608229122827796,0.03561332937166825,2.417136862715219,0.015756034908278975,ERS_time_var6crops,5
corn_planted,0.08969458883463416,0.07904034121637163,1.134795061032147,0.25681069513218874,ERS_twoways_var6crops_3yrs,5
corn_planted,0.14522928341215582,0.07735559742081274,1.8774243655841958,0.06083292746785302,ERS_individual_var6crops_3yrs,5
corn_planted,0.04695147302613079,0.041234436916626184,1.1386471245154663,0.2550818696605974,ERS_time_var6crops_3yrs,5
corn_planted,-0.10700604275575029,0.09010055706786584,-1.1876290917396977,0.2352887859261723,ERS_twoways_var7crops,6
corn_planted,-0.25544522918853013,0.0867017258480147,-2.946253107306276,0.003298148912876698,ERS_individual_var7crops,6
corn_planted,-0.050954201168179517,0.04979695596838931,-1.0232392759212996,0.3063741910905561,ERS_time_var7crops,6
corn_planted,-0.03234653477809443,0.07114742958896025,-0.4546409471848798,0.649439180223804,ERS_twoways_var6crops,6
corn_planted,-0.03702056240999031,0.0707043728599953,-0.5235965034764721,0.6006432225010307,ERS_individual_var6crops,6
corn_planted,-0.06155903744898311,0.043429469390109526,-1.4174485277732256,0.15652068173085734,ERS_time_var6crops,6
corn_planted,-0.11041003863841181,0.08989579569719518,-1.2282002487671033,0.21968832393029347,ERS_twoways_var6crops_3yrs,6
