term,estimate,std.error,statistic,p.value,model,ERS
corn_planted,0.016059709445296687,0.013024360114807882,1.233051704938487,0.21782628948616173,ERS_twoways_var7crops,1
corn_planted,-0.022630810118682263,0.011660461097336662,-1.9408160560521326,0.05254149077156133,ERS_individual_var7crops,1
corn_planted,0.07555225860758406,0.006683990040916096,11.303466663638087,1.4438603483122414e-28,ERS_time_var7crops,1
corn_planted,0.050370423683020193,0.011973128943951205,4.2069557522361105,2.730354404679046e-5,ERS_twoways_var6crops,1
corn_planted,0.043764307347254505,0.012751140836244037,3.432187590843493,6.137946033439118e-4,ERS_individual_var6crops,1
corn_planted,0.07323982199445908,0.004789986995217258,15.290192242189411,3.4371486911954455e-50,ERS_time_var6crops,1
corn_planted,0.023300193089928197,0.013232431930399928,1.7608398223760209,0.07854981412075993,ERS_twoways_var6crops_3yrs,1
corn_planted,-0.02069824469398924,0.012116351841573838,-1.7082901656065368,0.08787066350139333,ERS_individual_var6crops_3yrs,1
corn_planted,0.07599942844329788,0.005655201128174802,13.438855085924494,4.1332685386935696e-39,ERS_time_var6crops_3yrs,1
corn_planted,0.0011930884182022874,0.012589760173113917,0.09476657234108314,0.9245242090620432,ERS_twoways_var7crops,2
corn_planted,0.04109089765183794,0.011959258845668695,3.4359067047637235,6.21255957536696e-4,ERS_individual_var7crops,2
corn_planted,0.02350307044458356,0.006713570183819692,3.5008303780346366,4.807310398416705e-4,ERS_time_var7crops,2
corn_planted,0.04464712917313563,0.010118883539182822,4.4122584275479495,1.1150246465164214e-5,ERS_twoways_var6crops,2
corn_planted,0.10509907646170612,0.00967989752337317,10.857457551377266,2.912640712768787e-26,ERS_individual_var6crops,2
corn_planted,0.032491104858933355,0.00562879964913766,5.772297271925647,9.359408408420569e-9,ERS_time_var6crops,2
corn_planted,0.0015221385464830222,0.012560726219579892,0.12118236795180556,0.9035772881897507,ERS_twoways_var6crops_3yrs,2
corn_planted,0.04256389602139776,0.011959247986788508,3.559077967813569,3.942415180225447e-4,ERS_individual_var6crops_3yrs,2
corn_planted,0.027311773636197568,0.006714089525247643,4.067829827632541,5.0529561671838946e-5,ERS_time_var6crops_3yrs,2
corn_planted,0.0932901074606792,0.01937221920548772,4.815664455946905,2.2254165079575747e-6,ERS_twoways_var7crops,3
corn_planted,0.10444251460512569,0.02016256645910857,5.180020847888792,3.826588049840833e-7,ERS_individual_var7crops,3
corn_planted,0.04211243585686142,0.007003928585062705,6.012687785919849,3.4848123316121605e-9,ERS_time_var7crops,3
corn_planted,0.10827116053192741,0.013873786382159633,7.80400948591466,3.421031097080589e-14,ERS_twoways_var6crops,3
corn_planted,0.128934003340372,0.01365832785681682,9.439955219410077,1.3018286331389122e-19,ERS_individual_var6crops,3
corn_planted,0.04024653027876036,0.005769241458236539,6.976052323360783,7.179180326202288e-12,ERS_time_var6crops,3
corn_planted,0.09345711170730235,0.01935902263090258,4.827573865124672,2.1020577936784415e-6,ERS_twoways_var6crops_3yrs,3
corn_planted,0.10415276928335034,0.020139385022016183,5.171596310884941,3.9838406286748944e-7,ERS_individual_var6crops_3yrs,3
corn_planted,0.040206034162444275,0.006998896231863446,5.744624985208485,1.5853600505720938e-8,ERS_time_var6crops_3yrs,3
corn_planted,0.02648458746999608,0.01904434207622901,1.3906800961664052,0.16474565336330194,ERS_twoways_var7crops,4
corn_planted,0.023314176378611617,0.019045984126678444,1.2240993284224442,0.22130805685797292,ERS_individual_var7crops,4
corn_planted,0.002559673955368061,0.0058209216352295,0.4397368863164813,0.6602125202010838,ERS_time_var7crops,4
corn_planted,0.003605863452860693,0.014037359966695624,0.2568761833717874,0.7973222203680781,ERS_twoways_var6crops,4
corn_planted,0.004598029048479669,0.014094656206674546,0.3262249877582871,0.7443157977672005,ERS_individual_var6crops,4
corn_planted,0.001615761194103908,0.00481045778527783,0.335885120756878,0.7370046613655882,ERS_time_var6crops,4
corn_planted,0.014847420896935727,0.01966429337713041,0.7550447205086601,0.4504650084586014,ERS_twoways_var6crops_3yrs,4
corn_planted,0.011440727793640543,0.019745133904073578,0.5794201168359882,0.56248351813052,ERS_individual_var6crops_3yrs,4
corn_planted,-1.7381116136213785e-4,0.005792140449875143,-0.030008105443279535,0.9760659303329116,ERS_time_var6crops_3yrs,4
corn_planted,0.019051977485469457,0.01400490077934696,1.3603793261831192,0.17410442896143477,ERS_twoways_var7crops,5
corn_planted,0.02792085010382795,0.01382724739310912,2.019263076014858,0.04380191586540544,ERS_individual_var7crops,5
corn_planted,0.006278339191657983,0.007389399891077873,0.8496412813222615,0.3956973386416657,ERS_time_var7crops,5
corn_planted,0.03142676988836271,0.010990349798804918,2.8594876836204097,0.0043182763077628025,ERS_twoways_var6crops,5
corn_planted,0.043449009942607995,0.010702358886731001,4.059760133485801,5.2365798908829775e-5,ERS_individual_var6crops,5
corn_planted,0.01516063820116434,0.006272147198207924,2.417136862715217,0.01575603490827905,ERS_time_var6crops,5
corn_planted,0.015796828714956225,0.013920424275188763,1.1347950610321478,0.2568106951321884,ERS_twoways_var6crops_3yrs,5
corn_planted,0.025577486270518507,0.013623710621524596,1.8774243655841973,0.06083292746785282,ERS_individual_var6crops_3yrs,5
corn_planted,0.0082689980181088,0.00726212523623379,1.1386471245154655,0.25508186966059776,ERS_time_var6crops_3yrs,5
corn_planted,-0.010353053274362237,0.016371087102105802,-0.6323986434004453,0.5272870424444247,ERS_twoways_var7crops,6
corn_planted,-0.03865060840563274,0.015857144390603085,-2.4374255195996715,0.01498455012092698,ERS_individual_var7crops,6
corn_planted,-0.006416332047507427,0.008928215387146964,-0.7186578469807485,0.47247511937688236,ERS_time_var7crops,6
corn_planted,-0.014362437897106962,0.012919469387800067,-1.1116894561218975,0.2664681761171944,ERS_twoways_var6crops,6
corn_planted,-0.012158068633738412,0.012860440504734998,-0.9453850845359469,0.34462987163736314,ERS_individual_var6crops,6
corn_planted,-0.013110130998739688,0.007727809402420413,-1.6964873634996078,0.08996452894124582,ERS_time_var6crops,6
corn_planted,-0.011209956219937051,0.016337259634570184,-0.6861589073492113,0.492789434701442,ERS_twoways_var6crops_3yrs,6
corn_planted,-0.03865065243109441,0.01584828073057199,-2.4387915060423997,0.014928197325975263,ERS_individual_var6crops_3yrs,6
corn_planted,-0.0040066848395481115,0.009055048858878775,-0.44248075322304026,0.658211611899804,ERS_time_var6crops_3yrs,6
corn_planted,0.06997751148067553,0.038083835114834846,1.8374596799316858,0.06672593705235287,ERS_twoways_var7crops,7
