term,ERS,estimate,std.error,statistic,p.value,model
LandDiversity,1,0.013231400865267204,0.007310682894958852,1.8098720810871223,0.07034076945197705,Var5
LandDiversity,2,-0.02067785314587054,0.00905244182459485,-2.284229332431639,0.022375533582698188,Var5
LandDiversity,3,-0.01458842039477933,0.01038303228489963,-1.405025044176712,0.16003985787376399,Var5
LandDiversity,4,-0.031269920484067966,0.00862745263885938,-3.6244673593713412,2.9076160060062116e-4,Var5
LandDiversity,5,-0.009180409450717167,0.009330720703094968,-0.9838907135728601,0.32518919461916707,Var5
LandDiversity,6,-0.0260118650040096,0.010754268701516004,-2.4187479154526583,0.015588889881328564,Var5
LandDiversity,7,0.03268660530037756,0.009808901654073167,3.3323410156533044,8.638038256871685e-4,Var5
LandDiversity,8,-0.018103938056197654,0.010620317302809868,-1.7046513338549507,0.0882854975608686,Var5
LandDiversity,9,-0.012426226304013292,0.01399885808389867,-0.8876599955181915,0.37474155836442624,Var5
LargeFarms,1,0.0657514182428038,0.008839387521222614,7.438458613217291,1.0884141784194401e-13,Var5
LargeFarms,2,-0.024526795198962906,0.011332356470119594,-2.164315538752556,0.030459906668914866,Var5
LargeFarms,3,-0.028896507674394983,0.01218515982831153,-2.371450853459926,0.017734180997449688,Var5
LargeFarms,4,0.058119713461090135,0.010203863968375025,5.695853418001392,1.2565612558692609e-8,Var5
LargeFarms,5,-0.0034767259296935235,0.013548831309385225,-0.2566070718797132,0.7974865382113907,Var5
LargeFarms,6,0.05516919847508545,0.010539694654082337,5.234420947263096,1.6831210584573893e-7,Var5
LargeFarms,7,0.054164952403890895,0.010512096206590146,5.152630963359553,2.6095764177136654e-7,Var5
LargeFarms,8,-0.021483430337729537,0.011018918442735615,-1.9496859378147777,0.05123694937693585,Var5
LargeFarms,9,0.09822414935926563,0.012448855165573182,7.890215449762854,3.279312956329206e-15,Var5
MeanCropArea,1,-0.013509046419898101,0.0054333457163175634,-2.486321895425757,0.01292068568466933,Var5
MeanCropArea,2,0.03793004375166362,0.015511322281650246,2.4453133693530766,0.01448698314695782,Var5
MeanCropArea,3,0.013569151804521219,0.010308842234884518,1.316263407214052,0.18811092616219155,Var5
MeanCropArea,4,0.011227518211580526,0.006848435551473601,1.6394281770184234,0.10115047299625868,Var5
MeanCropArea,5,0.025212555053590307,0.02183527066242596,1.1546710569050083,0.24824827448526193,Var5
MeanCropArea,6,0.07277144518597793,0.020131238985878052,3.614851785179575,3.0175670834880396e-4,Var5
MeanCropArea,7,0.03651386557211182,0.011617558210933038,3.1429896807187414,0.0016764118614507662,Var5
MeanCropArea,8,-0.023250682039346795,0.014128179481906988,-1.6456955454963171,0.09985278820241307,Var5
MeanCropArea,9,-0.014566775456606161,0.019788741869038784,-0.7361142791698726,0.4616756205307667,Var5
NaturalCropEdge,1,-0.018350494646579067,0.006194696469585678,-2.962291169014518,0.003059607768211082,Var5
NaturalCropEdge,2,0.04202536973317092,0.009364614034973734,4.487677717012156,7.267754376341922e-6,Var5
NaturalCropEdge,3,0.01161120122560266,0.011327258100880073,1.0250672424159317,0.30535223596888034,Var5
NaturalCropEdge,4,0.0029729447477038623,0.008767720471228733,0.3390784135351461,0.7345566252381461,Var5
NaturalCropEdge,5,0.053341944485985913,0.02731434033803957,1.9528915516842542,0.05085578602569098,Var5
NaturalCropEdge,6,0.05783203643752374,0.01077242550850357,5.368525072823397,8.087036127712038e-8,Var5
NaturalCropEdge,7,0.018735685999319584,0.012965469060960834,1.4450449814988133,0.1484715051825988,Var5
NaturalCropEdge,8,-0.015545038029347771,0.03783077276869898,-0.4109098728802513,0.6811459999486209,Var5
NaturalCropEdge,9,-0.005447762591042564,0.013811118431272317,-0.3944476052502217,0.6932576507511341,Var5
PercentCrop,1,0.061592588758088915,0.010573562018322376,5.825150375186556,5.853352072033892e-9,Var5
PercentCrop,2,-0.0725246817517937,0.01584703592257559,-4.576545551239364,4.774867472829609e-6,Var5
PercentCrop,3,-0.03812050228447011,0.016732291994697494,-2.278259445660558,0.022728717295126762,Var5
PercentCrop,4,-0.04442700058618712,0.013415720786797727,-3.3115627026098573,9.305193818115276e-4,Var5
PercentCrop,5,0.016537531800780887,0.043668891825205586,0.3787028044351577,0.7049153067485585,Var5
PercentCrop,6,-0.09410439680793359,0.024527991064714795,-3.836612487327152,1.25385606486506e-4,Var5
PercentCrop,7,-0.020107990510148496,0.01715354330079244,-1.172235389362358,0.2411259617088544,Var5
PercentCrop,8,0.015031321363080689,0.041433549134186246,0.36278140968325967,0.7167746042482936,Var5
PercentCrop,9,-0.028527698967630796,0.023362983206842117,-1.221064053124694,0.22208588959996275,Var5
LandDiversity,1,0.021048140915982637,0.008632269442996006,2.438309074453247,0.014775511000294835,Var5_3yrs
LandDiversity,2,-0.02855766248133819,0.010660397998641045,-2.6788551876748534,0.007400966793554883,Var5_3yrs
LandDiversity,3,-0.02404621898836829,0.012235208684602672,-1.9653296979420642,0.04940703678591015,Var5_3yrs
LandDiversity,4,-0.0417188947999597,0.010212822484748356,-4.084952505760474,4.447107052964311e-5,Var5_3yrs
LandDiversity,5,-0.014897209241079134,0.011028343260677325,-1.3508111680016928,0.17679015560179454,Var5_3yrs
LandDiversity,6,-0.03434553882367417,0.012716982262867481,-2.700761714826029,0.006931137200558323,Var5_3yrs
LandDiversity,7,0.03244100911831058,0.011507876196221139,2.819026601012904,0.004827554463233492,Var5_3yrs
LandDiversity,8,-0.02312961758620429,0.012557031046776312,-1.8419654693887386,0.06551333831095317,Var5_3yrs
LandDiversity,9,-0.014158871449599422,0.016555360763186835,-0.855243908733397,0.39243907758169494,Var5_3yrs
LargeFarms,1,0.0728223924334696,0.010250643907840617,7.104177365654899,1.3031663303759396e-12,Var5_3yrs
LargeFarms,2,-0.029518698867883754,0.01311067581464896,-2.2515009359701814,0.024378033626015937,Var5_3yrs
LargeFarms,3,-0.038880207979784115,0.01454124687129064,-2.6737877655145827,0.00751363655409464,Var5_3yrs
LargeFarms,4,0.06013090328542375,0.011826120117645503,5.084584182068614,3.759126301658954e-7,Var5_3yrs
LargeFarms,5,-0.012884770825284119,0.015476552226997821,-0.8325349623288506,0.40512931597074797,Var5_3yrs
LargeFarms,6,0.04830712036246426,0.012153401338607416,3.9747819574597774,7.099857126737378e-5,Var5_3yrs
LargeFarms,7,0.04291655594014762,0.012181789146406285,3.52300925786491,4.2880936803765015e-4,Var5_3yrs
LargeFarms,8,-0.023671994634607896,0.012892580544055473,-1.8360943764297526,0.06637692599798646,Var5_3yrs
LargeFarms,9,0.09472070631663984,0.014401006817140918,6.577366952142383,5.057343964473037e-11,Var5_3yrs
MeanCropArea,1,-0.01227570734375295,0.006416338413857102,-1.9131951203261988,0.055755022015301296,Var5_3yrs
MeanCropArea,2,0.04635161172605139,0.018213899227245305,2.544848368147125,0.010949200395500059,Var5_3yrs
MeanCropArea,3,0.010463146466027402,0.011834459493038348,0.884125419684978,0.37665231495795926,Var5_3yrs
MeanCropArea,4,0.009172495400908682,0.007953889622046777,1.1532087867405332,0.2488555636051671,Var5_3yrs
MeanCropArea,5,0.02785410479955566,0.02518382434070092,1.1060315710088224,0.26874264983192314,Var5_3yrs
MeanCropArea,6,0.07453682806340439,0.023105743176668674,3.225900482554871,0.001260294486039573,Var5_3yrs
MeanCropArea,7,0.04877686721788964,0.013572716894281652,3.593743802203663,3.277157110972477e-4,Var5_3yrs
MeanCropArea,8,-0.016557072758671108,0.016326836046601897,-1.0141017348010382,0.31056168530784817,Var5_3yrs
MeanCropArea,9,-0.013088780069380735,0.023861718759061155,-0.5485262902283791,0.5833442950037232,Var5_3yrs
NaturalCropEdge,1,-0.022116798463559465,0.00719968549517891,-3.071911749252023,0.002133326504279199,Var5_3yrs
NaturalCropEdge,2,0.04734791778279952,0.010953062211799598,4.322801867389395,1.5573105657417472e-5,Var5_3yrs
NaturalCropEdge,3,0.013960540379637633,0.013295370481235785,1.050030189030131,0.2937326481802057,Var5_3yrs
NaturalCropEdge,4,0.008730035866139301,0.010226547875968717,0.8536640097929765,0.3933140785968845,Var5_3yrs
NaturalCropEdge,5,0.0673053998324084,0.031429649615448536,2.1414619843336067,0.03226378239207412,Var5_3yrs
NaturalCropEdge,6,0.06227998019227111,0.012584502109477487,4.948942727370006,7.598142488656095e-7,Var5_3yrs
NaturalCropEdge,7,0.027063404127579974,0.015154976430462022,1.7857767217098142,0.07416933969763478,Var5_3yrs
NaturalCropEdge,8,0.008598265470008179,0.044393569406725376,0.1936826793816131,0.8464287600298944,Var5_3yrs
NaturalCropEdge,9,-0.002144346492438905,0.01612537439741497,-0.13297964063288112,0.8942124781725269,Var5_3yrs
PercentCrop,1,0.07317364422862267,0.0123499342467315,5.925022981234788,3.2381334472529437e-9,Var5_3yrs
PercentCrop,2,-0.08252990950738116,0.018479447216564925,-4.466037784582733,8.0660933268552825e-006,Var5_3yrs
PercentCrop,3,-0.04346752356648337,0.01942633804602114,-2.2375562220480503,0.025274573826146753,Var5_3yrs
PercentCrop,4,-0.05692393272921202,0.015576970087623827,-3.654364899528123,2.5929773551335223e-4,Var5_3yrs
PercentCrop,5,0.013915500186642156,0.04990236538148262,0.2788545208281011,0.7803629287669135,Var5_3yrs
PercentCrop,6,-0.10488807923172438,0.0286149006116004,-3.6655056278337397,2.482821276781348e-4,Var5_3yrs
PercentCrop,7,-0.041730089098366355,0.019884191924579585,-2.0986565235664543,0.0358752025455373,Var5_3yrs
PercentCrop,8,-0.02262408558871801,0.0483439464429677,-0.46798176924608514,0.639809047841938,Var5_3yrs
PercentCrop,9,-0.044143333087948475,0.027679377273200075,-1.5948094732134472,0.11079023607863651,Var5_3yrs
Corn,1,0.07422961819077654,0.00991684983633471,7.485201391151848,7.827090780076601e-14,Var5_3yrs_crops
Corn,2,-0.0574535987798862,0.013317323288566893,-4.314200198865106,1.6191998683199944e-5,Var5_3yrs_crops
Corn,3,-0.009632921661443158,0.0173043320221599,-0.5566768858287771,0.5777622752350493,Var5_3yrs_crops
Corn,4,-0.04223782508336599,0.012948259113196879,-3.262046636085399,0.0011102959903833529,Var5_3yrs_crops
Corn,5,-0.044661778382534996,0.016016342338171216,-2.788512972533939,0.005306358798143078,Var5_3yrs_crops
Corn,6,-0.04862049071680944,0.01332054417523531,-3.650037872116478,2.637106465342459e-4,Var5_3yrs_crops
Corn,7,-0.026431822673750795,0.014693723631488265,-1.798851219517161,0.07207624591574058,Var5_3yrs_crops
Corn,8,0.05361199599214311,0.024534805855464883,2.1851404208361234,0.028904660118790285,Var5_3yrs_crops
Corn,9,-0.09954779027776646,0.017778292995751097,-5.599400926824514,2.2151655097304724e-8,Var5_3yrs_crops
FruitVeg,1,0.18472469509889333,0.04483464408734729,4.120132965458829,3.8210034971983014e-5,Var5_3yrs_crops
FruitVeg,2,-0.13492796872247714,0.04510845479315635,-2.991190217913379,0.002786571223678753,Var5_3yrs_crops
FruitVeg,3,0.14614619004110246,0.128726250196306,1.1353254663926842,0.25626969399847,Var5_3yrs_crops
FruitVeg,4,-0.12638884642403458,0.04655084054869076,-2.7150711981631286,0.006638993378307671,Var5_3yrs_crops
FruitVeg,5,-0.10207478324315619,0.04652289321154866,-2.194076425535322,0.02825579664074309,Var5_3yrs_crops
FruitVeg,6,-0.14559100719629717,0.045183477663550506,-3.222217826622615,0.0012766246515160582,Var5_3yrs_crops
FruitVeg,7,-0.15426867649533327,0.04491546419355509,-3.4346450440886067,5.960500705221596e-4,Var5_3yrs_crops
FruitVeg,8,-0.10683138030750104,0.045221654851695686,-2.362394314357896,0.018178815316357445,Var5_3yrs_crops
FruitVeg,9,-0.0852107202911709,0.05364762287727447,-1.588341024654548,0.1122449355777651,Var5_3yrs_crops
LandDiversity,1,0.004704618847263425,0.00884920712793485,0.5316429799017879,0.5949866226879728,Var5_3yrs_crops
LandDiversity,2,-0.005696286698297815,0.01074051490379946,-0.5303550853304763,0.5958790550853106,Var5_3yrs_crops
LandDiversity,3,-0.016896716679617653,0.012316850233036034,-1.371837471425737,0.17014878191322125,Var5_3yrs_crops
LandDiversity,4,-0.030601926593627257,0.010372166344374073,-2.9503891065366425,0.0031820472558033047,Var5_3yrs_crops
