term,estimate,std.error,statistic,p.value,model
PercentCrop,0.027467250727888786,0.004711813289748257,5.829443791342655,5.755016167980758e-9,Var7
CropIntensity,0.0021782549124575667,0.0016661984491277652,1.3073202136263282,0.1911377655149648,Var7
LandDiversity,-0.0035591097014670914,0.002420804848607477,-1.4702175202244836,0.14153821283031182,Var7
MeanCropArea,-0.0037170582323900873,0.0030550586963064915,-1.216689629198922,0.22375460111965306,Var7
LargeFarms,0.10181867988653286,0.0025625554720154643,39.73325884978868,5.726596e-318,Var7
NaturalCropEdge,0.0021016867667660558,0.0031376576159409396,0.6698266745512287,0.5029856704034668,Var7
CropDiversity,0.02061203476020737,0.00190086727167343,10.84348974142816,3.1680240533910164e-27,Var7
PercentCrop,0.024956646092435877,0.004736850704878259,5.2686157211444735,1.406741358684856e-7,Var6_3yrs
CropIntensity,8.129328378624866e-4,0.0016722827813651245,0.48612163380577894,0.6268929004633068,Var6_3yrs
LandDiversity,-0.0014759224269626362,0.0024289269456682617,-0.6076438114348355,0.5434392437903943,Var6_3yrs
MeanCropArea,-0.002394373167706012,0.003072555175900584,-0.7792775167997453,0.43583698072980115,Var6_3yrs
LargeFarms,0.10486940981217478,0.0025636958979548016,40.90555743987996,0,Var6_3yrs
NaturalCropEdge,0.004655722985728,0.0031492345939636898,1.4783665194875857,0.13934509795389594,Var6_3yrs
PercentCrop,0.022254359619972262,0.004086142839478512,5.446299968997765,5.245286146097034e-8,Var6
CropIntensity,3.8953219987347383e-4,0.00133351218874469,0.2921099658190319,0.7702076505792637,Var6
LandDiversity,-0.002461803921644857,0.002059464738478783,-1.1953610448622007,0.23196987135893055,Var6
MeanCropArea,-0.0032608015750186497,0.0026765535509215357,-1.218283704391402,0.22314038609353948,Var6
LargeFarms,0.10094847171148827,0.002212221598148887,45.63216984951172,0,Var6
NaturalCropEdge,0.00538544472285031,0.002692347219244233,2.0002786729573665,0.04549291206383193,Var6
PercentCrop,0.019699246421336514,0.004708852491258588,4.183449462030456,2.898916436782844e-5,Var7_crops
CropIntensity,0.0022369117225960904,0.0016136238438356537,1.3862659077216253,0.16570064998785325,Var7_crops
LandDiversity,-0.005423993258818299,0.002378905327501331,-2.2800374592945056,0.022629149589491485,Var7_crops
MeanCropArea,-0.0011468997686149656,0.0029982107009132353,-0.3825280752502242,0.7020788954449569,Var7_crops
LargeFarms,0.0938356799577589,0.002962522343898805,31.674252230032863,1.1438935413841933e-208,Var7_crops
NaturalCropEdge,0.004111700403896478,0.0030665074331787624,1.3408414926404602,0.18000633866952373,Var7_crops
CropDiversity,0.018386903144684216,0.0018655150626393732,9.856207281794877,8.442046993987205e-23,Var7_crops
SoyGrains,-0.008330120739447007,0.0031116678581257265,-2.6770597374954246,0.007440836807139868,Var7_crops
Corn,0.031189499086101833,0.003381432959577036,9.223752018435151,3.531949302882306e-20,Var7_crops
FruitVeg,0.04553058459508024,0.001992356306442227,22.85263155383322,2.351366046609412e-112,Var7_crops
PercentCrop,0.016124520318896895,0.004720297340347034,3.4159967383985665,6.383470442680888e-4,Var6_3yrs_crops
CropIntensity,0.0010559560448698494,0.0016178864298579505,0.6526762480865618,0.5139819707980429,Var6_3yrs_crops
LandDiversity,-0.003772782204347089,0.0023858540952619352,-1.5813130450179047,0.11384221353859061,Var6_3yrs_crops
MeanCropArea,1.230598870690929e-4,0.0030116677858895748,0.04086104305583092,0.9674075963571288,Var6_3yrs_crops
LargeFarms,0.09483326875359535,0.002976832170032511,31.85710961748967,6.172862904564044e-211,Var6_3yrs_crops
NaturalCropEdge,0.006269049281390076,0.003075255357584847,2.038545926252276,0.041525027175456836,Var6_3yrs_crops
SoyGrains,-0.006541528024620081,0.0031231997906346126,-2.0944955376328607,0.036244225366182964,Var6_3yrs_crops
Corn,0.03521263502885749,0.003374890127052046,10.433713010863437,2.439436330514008e-25,Var6_3yrs_crops
FruitVeg,0.04612550527412793,0.00200222988296797,23.037067654666412,4.29543935922609e-114,Var6_3yrs_crops
PercentCrop,0.015145031267010962,0.004029714022052813,3.7583389749567875,1.7186910289726447e-4,Var6_crops
CropIntensity,5.672798388105645e-4,0.0012770383100952323,0.4442152082095805,0.6568951398417259,Var6_crops
LandDiversity,-0.0040900479965772065,0.002006111627153929,-2.0387938244392503,0.04149283844849673,Var6_crops
MeanCropArea,-7.984875067587043e-6,0.0026145919680755415,-0.0030539660356504014,0.9975633430374029,Var6_crops
LargeFarms,0.09572770139494233,0.002532513324615647,37.79948577742258,2.9766259392750864e-295,Var6_crops
NaturalCropEdge,0.008796088213714404,0.0026028518584931652,3.3794040890235713,7.28782644195073e-4,Var6_crops
SoyGrains,-0.020572711764186076,0.0026168697766856992,-7.8615726114738855,4.122504544829365e-15,Var6_crops
Corn,0.03749563478774088,0.002848648876028924,13.162603191731575,2.7227388968871523e-39,Var6_crops
FruitVeg,0.0484375321863708,0.0016917262610735713,28.632015297576743,2.2494506208182777e-174,Var6_crops
