term,estimate,std.error,statistic,df,p.value,model
PercentCrop,0.012916177491592159,0.008956318332791133,1.4421302383037318,67.61093455600546,0.15388208089193214,nocrops_4yrs
CropEdge,0.013728398430357202,0.008177671187729003,1.6787662545000999,101.76452071407168,0.0962658129402571,nocrops_4yrs
MeanCropArea,6.378829296713532e-4,0.004759032098408249,0.1340362738643233,22.06771332262473,0.8945887975696103,nocrops_4yrs
LargeFarms,0.10053272473112537,0.005865862045303698,17.138610481235826,139.65023916336838,3.7120137740610814e-36,nocrops_4yrs
PercentCrop,0.016231167902024092,0.008932495505729039,1.8170921991076179,66.85064348578697,0.07368531123891249,nocrops_3yrs
CropEdge,0.012428384831312462,0.008585710745877474,1.4475662177741186,101.9862839765152,0.15080545629882958,nocrops_3yrs
MeanCropArea,0.0010641627008649043,0.004906926625133063,0.21686949534038466,21.00201585757719,0.8304028858323522,nocrops_3yrs
LargeFarms,0.10588447823541389,0.006368720001330512,16.625707868032066,138.1086490762529,9.035872346178146e-35,nocrops_3yrs
PercentCrop,0.008748802581660046,0.008628541390697794,1.0139376037637025,68.56471152980657,0.3141772556632451,crops_4yrs
CropEdge,0.014128803549822143,0.007129515920163393,1.981733922476232,94.17599528200675,0.05042448736945535,crops_4yrs
MeanCropArea,0.00314605714741252,0.0039725169585116075,0.7919556241721523,23.282967934020323,0.4363814708391054,crops_4yrs
LargeFarms,0.09580096334769767,0.007635835411142293,12.546232100276006,116.78807156456341,2.191131070392977e-23,crops_4yrs
SoyGrains,-0.02066879648796386,0.0062644345910255585,-3.2993873888593264,112.73735532085553,0.0012973397788648,crops_4yrs
Corn,0.0367724088075096,0.006489984044637146,5.6660245317391285,128.33716183752153,9.159768961080894e-8,crops_4yrs
FruitVeg,0.04845865422961276,0.008910270379780994,5.43851669637031,18.285510323909552,3.438351536053866e-5,crops_4yrs
PercentCrop,0.01169592163064466,0.008602915610878972,1.3595299732865416,66.79471724718017,0.17855076267930306,crops_3yrs
CropEdge,0.010351430553759334,0.0075848522743661205,1.3647504498859104,93.8685040171251,0.17559403231774864,crops_3yrs
MeanCropArea,0.0028243678898593762,0.004189182530988434,0.6742050194678361,21.115538610316232,0.50749551393539,crops_3yrs
LargeFarms,0.09602975447820344,0.008385242981872064,11.452232772003004,112.23211474624357,1.3867295909027155e-20,crops_3yrs
SoyGrains,-0.0068488622600777595,0.006797876635038828,-1.007500228052997,114.5334190900415,0.31581822302381024,crops_3yrs
Corn,0.03561704319367312,0.007113886104817718,5.00669291985885,128.45943275278884,1.7869577313553586e-6,crops_3yrs
FruitVeg,0.046481391676130954,0.010741012007970665,4.327468551532961,16.95437060054224,4.5974345482270514e-4,crops_3yrs
