term,estimate,std.error,statistic,p.value,model
pland_crops,0.03463445805376768,0.041090374801157604,0.8428849389028195,0.39932698868625227,cp_twoways_var7
cropintensity,0.0013521549337038462,0.003162662391007389,0.4275369187519096,0.6690039143413908,cp_twoways_var7
msidi,-0.015479875066091667,0.014113861833524642,-1.0967852207056707,0.27278008556934547,cp_twoways_var7
mna_crops,-0.026364862232682237,0.016603847068745084,-1.5878767205891213,0.11236783936559659,cp_twoways_var7
largefarm_planted,0.08423270094029751,0.004030171548274562,20.90052493580827,1.2272614967705281e-93,cp_twoways_var7
natural_crops_ed,0.10724040148342151,0.03587951768267024,2.9889030959638148,0.002811357431604635,cp_twoways_var7
SDI,0.0029436060037338874,0.0026991982891332003,1.0905482622690807,0.27551627150966346,cp_twoways_var7
pland_crops,0.07078423510732862,0.04109772320115987,1.722339574892337,0.08506044769202027,cp_individual_var7
cropintensity,0.0012459788351890707,0.0031819612101147664,0.3915757461870916,0.6953858575735603,cp_individual_var7
msidi,-0.008597325755585791,0.01417146960520948,-0.6066643753323498,0.54409701892375,cp_individual_var7
mna_crops,-0.00609101025181401,0.016512485797351206,-0.3688730047411201,0.7122356260471072,cp_individual_var7
largefarm_planted,0.08897489742427034,0.004016828987253305,22.150531602569192,1.7011318865627852e-104,cp_individual_var7
natural_crops_ed,0.19046562133418876,0.033795793365283,5.635778964427155,1.82337410018323e-8,cp_individual_var7
SDI,0.003916012645878111,0.0027127213440406896,1.4435735002715313,0.14891209456116442,cp_individual_var7
pland_crops,0.02257920288843473,0.0041839509103686065,5.396622324721659,6.965399605344944e-8,cp_time_var7
cropintensity,-8.137799669023273e-4,0.0019115200612706633,-0.42572400017678885,0.6703192716323079,cp_time_var7
msidi,0.03355740648017191,0.002384856612509931,14.071037354675413,1.7134135517229966e-44,cp_time_var7
mna_crops,-0.025038142306380917,0.003211200034752391,-7.797129433050581,7.046876347522734e-15,cp_time_var7
largefarm_planted,0.1008374204048068,0.003033255963435336,33.24395356684724,1.5881307768829484e-228,cp_time_var7
