term,ERS,estimate,std.error,statistic,p.value,model
LandDiversity,1,0.004609860606644759,0.006471944505876006,0.7122837042961935,0.4763030363780181,Var5
LandDiversity,2,-0.00972532580655606,0.008395416706395155,-1.1584089446266383,0.2467203693221614,Var5
LandDiversity,3,-0.008208993211152782,0.00977804494679657,-0.8395331843756935,0.40118699132617086,Var5
LandDiversity,4,-0.022824032206276955,0.007919554517520928,-2.881984353511541,0.00395884227346492,Var5
LandDiversity,5,-2.871162951527669e-4,0.008678685010065763,-0.033082926136823954,0.9736090114817391,Var5
LandDiversity,6,-0.023703789068556365,0.010240742612316351,-2.314655290725524,0.020648689343438,Var5
LandDiversity,7,0.04179533977663206,0.009198762567115345,4.543582842984361,5.584881764793986e-6,Var5
LandDiversity,8,-0.00435224000553693,0.010035808093917905,-0.4336711069808677,0.6645351289580796,Var5
LandDiversity,9,-0.010247984275231334,0.01364522227884411,-0.7510309517727727,0.4526488358442272,Var5
LargeFarms,1,0.06480590051048499,0.008859987654989798,7.3144459150558045,2.7497554129036735e-13,Var5
LargeFarms,2,-0.024289218598131813,0.01121499051437235,-2.165781466065838,0.03034762870584588,Var5
LargeFarms,3,-0.02797544375318576,0.012197058304932137,-2.2936222041238663,0.02182950332058118,Var5
LargeFarms,4,0.058972476299097513,0.010215273947765582,5.772970612500974,7.982577208215674e-9,Var5
LargeFarms,5,-0.0014115307709576055,0.013509447736250903,-0.10448471310710505,0.9167864547509352,Var5
LargeFarms,6,0.058464273666594235,0.01047225237589523,5.582779288356901,2.4187348865926486e-8,Var5
LargeFarms,7,0.05542296646884132,0.010438782582042989,5.309332389409188,1.1200150758659988e-7,Var5
LargeFarms,8,-0.018257201054153814,0.011024379497955811,-1.6560751611951625,0.09773288701713717,Var5
LargeFarms,9,0.09374958926201009,0.012503651938322834,7.497776627536635,6.949916966201902e-14,Var5
MeanCropArea,1,-0.010765071385100328,0.00529875386602799,-2.031623218832385,0.042213922419258164,Var5
MeanCropArea,2,0.021335624199340243,0.014634907794172704,1.4578584641193035,0.14490587120346637,Var5
MeanCropArea,3,0.010937619038729439,0.010232728249627695,1.0688859092028942,0.2851426997257784,Var5
MeanCropArea,4,0.009175909466199237,0.006689107902460319,1.3717687918928991,0.17016121049403984,Var5
MeanCropArea,5,0.018109861033925437,0.021499600821345433,0.8423347570223461,0.39961747986113194,Var5
MeanCropArea,6,0.052765325086804905,0.01885015621693059,2.7991982920233216,0.005131189670975253,Var5
MeanCropArea,7,0.032968700033054486,0.011235018518351108,2.9344588955687003,0.003347661672286491,Var5
MeanCropArea,8,-0.028618056417704665,0.013931049168408137,-2.0542642604838908,0.03997185111482878,Var5
MeanCropArea,9,0.0014611145674118975,0.018094918725154813,0.08074723018129483,0.9356443290690791,Var5
PercentCrop,1,0.04812050621594128,0.009084653905318136,5.296900324157824,1.198788753464486e-7,Var5
PercentCrop,2,-0.03396168051072804,0.0135155490494742,-2.5127858577117337,0.011991274936196065,Var5
PercentCrop,3,-0.027811975145062406,0.015324558636032473,-1.8148630447123222,0.06957004984822779,Var5
PercentCrop,4,-0.03287060560343903,0.012080631894999286,-2.7209342929359224,0.006519204742488017,Var5
PercentCrop,5,0.05987623292809908,0.03421302997286142,1.7501002681023665,0.08012670935004983,Var5
PercentCrop,6,-0.029275511777582513,0.016261042309793642,-1.8003465718769185,0.07183117110024248,Var5
PercentCrop,7,-0.004085606182992087,0.015872786181198854,-0.2573969142122915,0.7968768221748517,Var5
PercentCrop,8,0.10946285486247788,0.037089924601357696,2.9512827550604115,0.0031707245194364645,Var5
PercentCrop,9,-0.043458215220342745,0.019023902021533246,-2.284400706603313,0.02236546579406644,Var5
ShrubGrassCropEdge,1,-0.016279515834899002,0.008142816268419574,-1.9992488223068636,0.04560407000774962,Var5
ShrubGrassCropEdge,2,0.16909467524498448,0.026406783222960344,6.403456029356841,1.575982485233339e-10,Var5
ShrubGrassCropEdge,3,0.016532922111473513,0.009521778807356782,1.736327050435128,0.08253182729782231,Var5
ShrubGrassCropEdge,4,0.008045573000263696,0.0088172546755689,0.9124805051346195,0.36153425814857953,Var5
ShrubGrassCropEdge,5,0.06754864127868686,0.04885377458902697,1.3826698519597898,0.16679198954716185,Var5
ShrubGrassCropEdge,6,0.0978181076760723,0.018275097316996496,5.352535528502929,8.833629763257134e-8,Var5
ShrubGrassCropEdge,7,0.011657101463787374,0.014922697855716606,0.7811658170993362,0.43472046982449775,Var5
ShrubGrassCropEdge,8,-0.07714186738443694,0.02120908608949594,-3.6372084614547533,2.767700709849656e-4,Var5
ShrubGrassCropEdge,9,0.17190330144058127,0.07832762589776918,2.194670136752826,0.02820646507479582,Var5
LandDiversity,1,0.010721278499727033,0.007672912042347861,1.3972893786029108,0.16236128366898672,Var5_3yrs
LandDiversity,2,-0.015551584880514845,0.009908073497725274,-1.5695871537575117,0.11654661894388053,Var5_3yrs
LandDiversity,3,-0.016051591171995172,0.011540450290055008,-1.3908981684906734,0.16429096346776184,Var5_3yrs
LandDiversity,4,-0.03150162066201398,0.009404649098661774,-3.3495795889393123,8.126949857162643e-4,Var5_3yrs
LandDiversity,5,-0.0042290086273877045,0.010283125312947235,-0.41125713231006356,0.6808938682249062,Var5_3yrs
LandDiversity,6,-0.030833596029477807,0.012137904945120773,-2.540273314784227,0.011093379861025139,Var5_3yrs
LandDiversity,7,0.04326491103181628,0.01080329420330516,4.004788744768222,6.257596948750758e-5,Var5_3yrs
LandDiversity,8,-0.007519182725995827,0.01188631046619319,-0.6325918162226822,0.5270164294815651,Var5_3yrs
LandDiversity,9,-0.008928056405221119,0.016178111935075866,-0.5518602196010366,0.5810579345389226,Var5_3yrs
LargeFarms,1,0.07156866295825261,0.010274615994104563,6.96558031943167,3.501893298464997e-12,Var5_3yrs
LargeFarms,2,-0.028743131359422965,0.012948929413064577,-2.219730330016559,0.0264620997386395,Var5_3yrs
LargeFarms,3,-0.03759852655432014,0.014558079343668089,-2.5826570708088146,0.009820035351097389,Var5_3yrs
LargeFarms,4,0.06136409874702352,0.011839897574907967,5.182823445793239,2.233329030811886e-7,Var5_3yrs
LargeFarms,5,-0.009958684821071196,0.015414918765111713,-0.6460419917106858,0.5182687620173877,Var5_3yrs
LargeFarms,6,0.051888277512973466,0.0120780608714326,4.2960768342955795,1.756886986497813e-5,Var5_3yrs
LargeFarms,7,0.044844224756840766,0.01208628287697946,3.710340492051101,2.0823734389587557e-4,Var5_3yrs
LargeFarms,8,-0.02011264937694812,0.012899153816727321,-1.5592223848719833,0.11897919080383368,Var5_3yrs
LargeFarms,9,0.09195686383194224,0.01447118089794796,6.354482366050852,2.193560745963363e-10,Var5_3yrs
MeanCropArea,1,-0.009034054868550896,0.006261928177323117,-1.4426953827523494,0.149141373448125,Var5_3yrs
MeanCropArea,2,0.028931878006773628,0.017175186218541503,1.684516117533571,0.09211691219931516,Var5_3yrs
MeanCropArea,3,0.007295088632986201,0.011754058483969494,0.6206442347496774,0.5348495672572013,Var5_3yrs
MeanCropArea,4,0.00641872375620581,0.007772779591054371,0.8257951587348582,0.4089423615521296,Var5_3yrs
MeanCropArea,5,0.018837768948751582,0.024781186537042383,0.7601641237231838,0.44717655531577527,Var5_3yrs
MeanCropArea,6,0.05407913233586361,0.02168035653447515,2.4943839023066503,0.012635533807685307,Var5_3yrs
MeanCropArea,7,0.044153600899528515,0.013129373889540809,3.362963174862618,7.743477801208526e-4,Var5_3yrs
MeanCropArea,8,-0.022562005987070647,0.016119368449088456,-1.3996829998849316,0.16164300377144045,Var5_3yrs
MeanCropArea,9,0.002315211779816865,0.021743185413755153,0.10647988028250073,0.9152040096537781,Var5_3yrs
PercentCrop,1,0.05712513252195724,0.010629155403889293,5.374381157420532,7.878353888985375e-8,Var5_3yrs
PercentCrop,2,-0.04030811050476418,0.0157781865934416,-2.5546732044301432,0.010645193520861242,Var5_3yrs
PercentCrop,3,-0.030810516237405706,0.017822697745575024,-1.7287234894086259,0.08389315899253791,Var5_3yrs
PercentCrop,4,-0.042334965852878825,0.0140232299146347,-3.018916905063211,0.002543963683291068,Var5_3yrs
PercentCrop,5,0.06722854393852051,0.039357352190098054,1.7081571853157995,0.08764193445268945,Var5_3yrs
PercentCrop,6,-0.03683729695320605,0.01900521617688369,-1.9382729778160463,0.05262140362902097,Var5_3yrs
PercentCrop,7,-0.022635877725650438,0.018428250270763828,-1.2283248487004734,0.21935741813818707,Var5_3yrs
PercentCrop,8,0.0874047207361106,0.0433075334593997,2.0182336363730222,0.04359677563449095,Var5_3yrs
PercentCrop,9,-0.05595211500653031,0.02250589149145186,-2.4861096938897944,0.01293295772887382,Var5_3yrs
ShrubGrassCropEdge,1,-0.020643059181457472,0.009491992506596445,-2.1747867128120477,0.029672259997626866,Var5_3yrs
ShrubGrassCropEdge,2,0.18789136063557177,0.031105731482483714,6.040409650593728,1.598665385751289e-9,Var5_3yrs
ShrubGrassCropEdge,3,0.020211465567183454,0.011134633570245774,1.8151891070033055,0.06952838279742027,Var5_3yrs
ShrubGrassCropEdge,4,0.013196458338223428,0.010285373271874341,1.2830315428910621,0.1995143227347154,Var5_3yrs
