term,estimate,std.error,statistic,df,p.value,model
PercentCrop,0.027467250727888786,0.006972280970657497,3.9394928063690156,87.0620955852127,1.642984269339521e-4,Var7
CropIntensity,0.0021782549124575667,0.0017534846557486414,1.2422434980063009,2.5486872245385492,0.3162078335133984,Var7
LandDiversity,-0.0035591097014670914,0.005304980277299795,-0.6708997046976126,95.76378357208367,0.5038993700690425,Var7
MeanCropArea,-0.0037170582323900873,0.005117325196286255,-0.7263674067631329,21.792973180538343,0.47534352684756576,Var7
LargeFarms,0.10181867988653286,0.0059561909143879006,17.09459642077246,135.02253426344282,1.3895069223300567e-35,Var7
NaturalCropEdge,0.0021016867667660558,0.0060386768159773185,0.3480376299002039,106.05744127810634,0.7285017639805056,Var7
CropDiversity,0.02061203476020737,0.003945910066257351,5.223645347740438,94.70105869857773,1.0391953327600206e-6,Var7
PercentCrop,0.024956646092435877,0.0070084496766710256,3.5609367611654372,87.35697587155565,6.007901565006063e-4,Var6_3yrs
CropIntensity,8.129328378624866e-4,0.0010452406178921095,0.7777470794254937,2.5570177292593255,0.5022495983081506,Var6_3yrs
LandDiversity,-0.0014759224269626362,0.005264960246857386,-0.2803292632349129,95.84030225590158,0.7798291027240204,Var6_3yrs
MeanCropArea,-0.002394373167706012,0.005097755451294366,-0.46969164970400035,21.92941841468256,0.6432122473132054,Var6_3yrs
LargeFarms,0.10486940981217478,0.006185090482294035,16.955194125677362,136.0254554324911,2.347258081805209e-35,Var6_3yrs
NaturalCropEdge,0.004655722985728,0.006346140023440679,0.733630674477903,104.54017012313828,0.4648159584245636,Var6_3yrs
PercentCrop,0.022254359619972262,0.00677684575338171,3.2838816803329376,88.0901238490366,0.001469760191096926,Var6
CropIntensity,3.8953219987347383e-4,9.84921607878336e-4,0.39549563818848765,2.8436030613108096,0.72026584837555,Var6
LandDiversity,-0.002461803921644857,0.004927749763921466,-0.499579735089018,93.39252192089012,0.6185459688342552,Var6
MeanCropArea,-0.0032608015750186497,0.00498509971428709,-0.6541095989862202,23.12262112071021,0.5194945008645243,Var6
LargeFarms,0.10094847171148827,0.005744647011858301,17.57261525435887,138.4508367181504,4.532672169286406e-37,Var6
NaturalCropEdge,0.00538544472285031,0.006034078983299571,0.8925048441950335,103.77593242779827,0.3741873012911525,Var6
PercentCrop,0.019699246421336514,0.0066488701276534124,2.9627960906327666,85.13739702138035,0.003951462822896495,Var7_crops
CropIntensity,0.0022369117225960904,0.0018409203543298578,1.2151051061686933,2.5482715653530765,0.32484039305313084,Var7_crops
LandDiversity,-0.005423993258818299,0.004860775128674671,-1.115870023861234,95.96614249731878,0.2672641324126279,Var7_crops
MeanCropArea,-0.0011468997686149656,0.004068656875129852,-0.2818865792358964,21.974318502395263,0.7806681976250217,Var7_crops
LargeFarms,0.0938356799577589,0.0080305489701286,11.684840016143534,112.38614075717075,3.950795283787742e-21,Var7_crops
NaturalCropEdge,0.004111700403896478,0.005435271096632121,0.7564848801091499,103.78323836093111,0.45107236184356814,Var7_crops
CropDiversity,0.018386903144684216,0.0036425076751254197,5.047869430790181,96.20215740464192,2.112825612478002e-6,Var7_crops
SoyGrains,-0.008330120739447007,0.006647423502967383,-1.2531352539413916,113.13811829165489,0.21274014849178105,Var7_crops
Corn,0.031189499086101833,0.007107898813266532,4.388005500006305,129.4823790158698,2.34988924042262e-5,Var7_crops
FruitVeg,0.04553058459508024,0.010098531644981732,4.508634145609255,16.472435021806696,3.335666636572607e-4,Var7_crops
PercentCrop,0.016124520318896895,0.006734384748820692,2.3943568596553058,86.00142973528251,0.018822274791246343,Var6_3yrs_crops
CropIntensity,0.0010559560448698494,0.0012137749310951595,0.8699768118600754,2.555769292928539,0.4582795563611636,Var6_3yrs_crops
LandDiversity,-0.003772782204347089,0.0048299941797287265,-0.7811152692856836,95.77599609762885,0.4366612118831533,Var6_3yrs_crops
MeanCropArea,1.230598870690929e-4,0.004093778783642758,0.030060219072118696,22.124243486125607,0.976288552742997,Var6_3yrs_crops
LargeFarms,0.09483326875359535,0.00825479811795526,11.488260209213433,112.62891075562196,1.0913779718105929e-20,Var6_3yrs_crops
NaturalCropEdge,0.006269049281390076,0.0056929327396032904,1.1011985505781563,101.8833138562268,0.2734050590030182,Var6_3yrs_crops
SoyGrains,-0.006541528024620081,0.0069317568971382915,-0.9437041895281537,114.93662740454332,0.3473003364692576,Var6_3yrs_crops
