term,ERS,estimate,std.error,statistic,df,p.value,model
LandDiversity,1,0.013231400865267204,0.009295696861589894,1.423389882682143,27.136685574813928,0.16601958981596343,Var5
LandDiversity,2,-0.02067785314587054,0.013422763211227227,-1.5405064382402964,42.741921016606156,0.13080857761329745,Var5
LandDiversity,3,-0.01458842039477933,0.014518060536982581,-1.0048463675721366,27.818919908385254,0.3236316949934668,Var5
LandDiversity,4,-0.031269920484067966,0.01434795682544822,-2.179398841555346,35.38111418237931,0.0360439209835707,Var5
LandDiversity,5,-0.009180409450717167,0.011498179152820557,-0.7984228918945979,36.12952986965036,0.42984236501855044,Var5
LandDiversity,6,-0.0260118650040096,0.016265220743628583,-1.5992322154126912,30.283863908299452,0.12015156913394477,Var5
LandDiversity,7,0.03268660530037756,0.020174456912610418,1.6201975320558042,34.28067586680938,0.11435397318154476,Var5
LandDiversity,8,-0.018103938056197654,0.02021597087601118,-0.8955265204541959,43.76525733179482,0.37540489060704263,Var5
LandDiversity,9,-0.012426226304013292,0.015654246944719244,-0.7937926588161507,15.3504959067546,0.4394152427234107,Var5
LargeFarms,1,0.0657514182428038,0.010754056271958084,6.114103979003252,26.608363650848148,1.6658393881426496e-6,Var5
LargeFarms,2,-0.024526795198962906,0.0170551638497886,-1.438086166452568,53.27198071119063,0.15625856460426127,Var5
LargeFarms,3,-0.028896507674394983,0.013577881874001283,-2.1282043799280332,29.51904196321122,0.04178801766581563,Var5
LargeFarms,4,0.058119713461090135,0.016050694172328066,3.6210093368603626,38.79880238580581,8.382898681537203e-4,Var5
LargeFarms,5,-0.0034767259296935235,0.01720004518139114,-0.20213469749806356,45.954906247401325,0.840703616737614,Var5
LargeFarms,6,0.05516919847508545,0.014945259584237734,3.691417881645265,44.674047745452114,6.039665460358045e-4,Var5
LargeFarms,7,0.054164952403890895,0.018712225504637074,2.894629096387722,41.72217377417429,0.006014381122524789,Var5
LargeFarms,8,-0.021483430337729537,0.01994786957598754,-1.076978684660664,44.59197956693248,0.2872819143396036,Var5
LargeFarms,9,0.09822414935926563,0.015647507598395897,6.277303189763913,34.247686233385274,3.6540893649363486e-7,Var5
MeanCropArea,1,-0.013509046419898101,0.006260804554316558,-2.1577173193474293,9.709966427558486,0.057120351589413025,Var5
MeanCropArea,2,0.03793004375166362,0.02310199870066232,1.6418511767371966,4.525824557632283,0.16763241550722946,Var5
MeanCropArea,3,0.013569151804521219,0.013897967384523414,0.976340743152962,11.593568386918829,0.3488285532212597,Var5
MeanCropArea,4,0.011227518211580526,0.007851558517895181,1.4299731939831941,14.185124818353366,0.17438032386369753,Var5
MeanCropArea,5,0.025212555053590307,0.020264204853682185,1.2441916786588822,7.455306600157061,0.25112049686385085,Var5
MeanCropArea,6,0.07277144518597793,0.03285012306724559,2.2152563945350128,4.19999319125909,0.0878733348854343,Var5
MeanCropArea,7,0.03651386557211182,0.021765819371906293,1.6775782683945828,12.30646291440751,0.11862514196878754,Var5
MeanCropArea,8,-0.023250682039346795,0.04185600460673352,-0.5554921511931977,14.470555494160358,0.5870439982738069,Var5
MeanCropArea,9,-0.014566775456606161,0.03879942036291499,-0.37543796583438865,6.030074073539509,0.7201869492738168,Var5
NaturalCropEdge,1,-0.018350494646579067,0.008823321980501349,-2.0797716197064786,28.51012763421629,0.04664961080407877,Var5
NaturalCropEdge,2,0.04202536973317092,0.01711961093643346,2.4548086921609737,48.04362723003396,0.01776809760368396,Var5
NaturalCropEdge,3,0.01161120122560266,0.014300137732394129,0.8119642931340293,22.39981927161914,0.4253572240860155,Var5
NaturalCropEdge,4,0.0029729447477038623,0.011165657166735992,0.26625792851321534,41.29032840084846,0.7913657060317211,Var5
NaturalCropEdge,5,0.053341944485985913,0.04294692613460532,1.2420433611197288,7.2981110996441725,0.2526473361419971,Var5
NaturalCropEdge,6,0.05783203643752374,0.018525691904498317,3.1217207290099247,17.247817724472977,0.006126063988171644,Var5
NaturalCropEdge,7,0.018735685999319584,0.028228868795199716,0.6637065812040461,10.088272572821056,0.5217562383445942,Var5
NaturalCropEdge,8,-0.015545038029347771,0.06446150309195003,-0.2411522735852717,4.5385187057937415,0.8199475120914101,Var5
NaturalCropEdge,9,-0.005447762591042564,0.022891587666651766,-0.23798098543329999,8.80595228784366,0.8173407013356734,Var5
PercentCrop,1,0.061592588758088915,0.013909987390707272,4.427939941860519,22.253461153901455,2.0718427418294608e-4,Var5
PercentCrop,2,-0.0725246817517937,0.020996601292105628,-3.4541152990823223,32.08894619261028,0.0015725620683406478,Var5
PercentCrop,3,-0.03812050228447011,0.020995527015692753,-1.8156487453721728,24.48081775708827,0.08169338646765233,Var5
PercentCrop,4,-0.04442700058618712,0.017089067684422872,-2.599732261970235,36.52795984630796,0.013380811188651677,Var5
PercentCrop,5,0.016537531800780887,0.09439453470121376,0.1751958612130141,4.220756932086701,0.8690119707232249,Var5
PercentCrop,6,-0.09410439680793359,0.03143444576470495,-2.9936712583491887,11.475331502268157,0.011705802330177897,Var5
PercentCrop,7,-0.020107990510148496,0.02830554596157233,-0.7103904845166084,18.365885951192233,0.4863856270434145,Var5
PercentCrop,8,0.015031321363080689,0.06780506934846663,0.22168432991095546,3.7517763774099366,0.8360978398888141,Var5
PercentCrop,9,-0.028527698967630796,0.03647072931700866,-0.7822080748554289,12.546306870764008,0.44860386666577534,Var5
LandDiversity,1,0.021048140915982637,0.00996230685803671,2.11277781501007,25.880916075878854,0.044423680412759445,Var5_3yrs
LandDiversity,2,-0.02855766248133819,0.014437000703031966,-1.978088321027836,41.52032225904061,0.054580132170269045,Var5_3yrs
LandDiversity,3,-0.02404621898836829,0.016235439535934593,-1.4810944252630651,27.621636757623275,0.14989963778924453,Var5_3yrs
LandDiversity,4,-0.0417188947999597,0.015715405420738335,-2.654649605469719,34.74914505846095,0.011896004681394417,Var5_3yrs
LandDiversity,5,-0.014897209241079134,0.012152010172850149,-1.225904935000982,35.55876202772271,0.22829160180643224,Var5_3yrs
LandDiversity,6,-0.03434553882367417,0.017922846182393502,-1.9162993686467886,29.20183034302743,0.06516163405706696,Var5_3yrs
LandDiversity,7,0.03244100911831058,0.019713620573754018,1.6456139549272515,33.40252866828223,0.10922238184316625,Var5_3yrs
LandDiversity,8,-0.02312961758620429,0.024381435331685363,-0.9486569298135518,42.85683123847792,0.3481141284048488,Var5_3yrs
LandDiversity,9,-0.014158871449599422,0.016997395656702063,-0.83300240434284345,15.909760104127958,0.4171736564008083,Var5_3yrs
LargeFarms,1,0.0728223924334696,0.011345207892330877,6.418779904658777,25.241261762141715,9.68717802523472e-7,Var5_3yrs
LargeFarms,2,-0.029518698867883754,0.018556849761805265,-1.5907171339308235,50.67639961409142,0.11789297124425205,Var5_3yrs
LargeFarms,3,-0.038880207979784115,0.014449387925478771,-2.6907858090809644,25.169876232487553,0.012481818621742352,Var5_3yrs
LargeFarms,4,0.06013090328542375,0.017310166466429945,3.4737333925723455,36.88526111458024,0.001328557087095452,Var5_3yrs
LargeFarms,5,-0.012884770825284119,0.01745340026991225,-0.7382384306796683,43.36371450974143,0.46434634868808855,Var5_3yrs
LargeFarms,6,0.04830712036246426,0.016156061050926034,2.9900308132157867,42.17244352863376,0.0046408596640741704,Var5_3yrs
