term,estimate,std.error,statistic,p.value,model,ERS
corn_planted,0.1097460798373506,0.07404884029293263,1.4820769562791518,0.13861315788917028,ERS_twoways_var7crops,1
corn_planted,-0.1591195247597291,0.06713910085983422,-2.36999785105734,0.017963773170161876,ERS_individual_var7crops,1
corn_planted,0.42411787550362673,0.03800008548767763,11.160971615212716,6.446387595662423e-28,ERS_time_var7crops,1
corn_planted,0.29537556714855084,0.06809166881047159,4.33791053015176,1.527388378398493e-5,ERS_twoways_var6crops,1
corn_planted,0.24956108474148628,0.07357922001644437,3.3917332187771403,7.112308537724328e-4,ERS_individual_var6crops,1
corn_planted,0.41329227389180523,0.02736375510288194,15.103638822154108,4.5001687441746636e-49,ERS_time_var6crops,1
corn_planted,0.16116633595572444,0.07525989207698018,2.1414638196780054,0.03246094501331171,ERS_twoways_var6crops_3yrs,1
corn_planted,-0.14049010058838976,0.06993642191162194,-2.008825970049281,0.04480480365256937,ERS_individual_var6crops_3yrs,1
corn_planted,0.42657729087260954,0.03232805346567454,13.195266808301437,7.814780933701557e-38,ERS_time_var6crops_3yrs,1
corn_planted,-3.247472201848695e-4,0.07187732554193614,-0.004518076009873222,0.996396244049301,ERS_twoways_var7crops,2
corn_planted,0.2644538528759401,0.06735031277371659,3.926542312645993,9.364234488914805e-5,ERS_individual_var7crops,2
corn_planted,0.15007665174783982,0.0388353639835251,3.8644327322773635,1.1725613604086219e-4,ERS_time_var7crops,2
corn_planted,0.2479853623551277,0.05760469076278021,4.304950848123588,1.8062258799546288e-5,ERS_twoways_var6crops,2
corn_planted,0.5956229439239336,0.05511568193399772,10.806778089713298,4.792219495925709e-26,ERS_individual_var6crops,2
corn_planted,0.20893973200588534,0.03259216335310352,6.410735296771563,1.8952763058384153e-10,ERS_time_var6crops,2
corn_planted,0.0013602481290282513,0.0717331145368061,0.018962624693095,0.9848756791817418,ERS_twoways_var6crops_3yrs,2
corn_planted,0.27660347888230385,0.06729160384184905,4.110519932507278,4.356697294447841e-5,ERS_individual_var6crops_3yrs,2
corn_planted,0.18021991400202214,0.038498382532288135,4.681233395997191,3.172859645616548e-6,ERS_time_var6crops_3yrs,2
corn_planted,0.5077036333953665,0.10949049848901823,4.63696521982945,5.044314427271724e-6,ERS_twoways_var7crops,3
corn_planted,0.5767408586606839,0.11468611381851239,5.028863909133414,7.96924110125633e-7,ERS_individual_var7crops,3
corn_planted,0.24709337950117075,0.04155169415403786,5.946649938872805,5.0371165587843105e-9,ERS_time_var7crops,3
corn_planted,0.6003799965188785,0.07802765184145323,7.69445167642375,7.207058470756087e-14,ERS_twoways_var6crops,3
corn_planted,0.7209152173001242,0.07801597285895526,9.240610491436975,6.182423266498362e-19,ERS_individual_var6crops,3
corn_planted,0.23441854866536713,0.03402977262970417,6.888631058931791,1.2618999403078044e-11,ERS_time_var6crops,3
corn_planted,0.5082005029372686,0.10941180691006953,4.64484151472776,4.861798710928313e-6,ERS_twoways_var6crops_3yrs,3
corn_planted,0.5751228952938761,0.11451034551435044,5.022453584526139,8.210177944589454e-7,ERS_individual_var6crops_3yrs,3
corn_planted,0.23552922402055365,0.04159050690586425,5.663052497860854,2.4652507752075886e-8,ERS_time_var6crops_3yrs,3
corn_planted,0.15779034743707573,0.10751739905777276,1.4675796551987796,0.14264737466819763,ERS_twoways_var7crops,4
corn_planted,0.1404620841590576,0.10762603584171539,1.3050939120867917,0.19226929306343624,ERS_individual_var7crops,4
corn_planted,0.01334507443671844,0.033118846731952964,0.4029450223531833,0.6870652978348507,ERS_time_var7crops,4
corn_planted,0.015884154508478163,0.07924378630778252,0.2004466879811141,0.8411680337002563,ERS_twoways_var6crops,4
corn_planted,0.024126425972492392,0.07956207996104897,0.3032402619979758,0.7617635403583647,ERS_individual_var6crops,4
corn_planted,0.010063200209829181,0.027374358747191584,0.36761409838912096,0.7132128623503,ERS_time_var6crops,4
corn_planted,0.08909875653818192,0.11099828941796354,0.8027038705315626,0.422405745175484,ERS_twoways_var6crops_3yrs,4
corn_planted,0.06778389671451927,0.11156411432338809,0.6075779575324356,0.5436548343664618,ERS_individual_var6crops_3yrs,4
corn_planted,-0.0012791848365979672,0.03297288919604619,-0.03879504853191195,0.9690606756276607,ERS_time_var6crops_3yrs,4
corn_planted,0.1025104347214999,0.07901636243765096,1.2973317368587713,0.1949021224551163,ERS_twoways_var7crops,5
