term,ERS,estimate,std.error,statistic,p.value,model
LandDiversity,1,0.0070980928905551915,0.006141020527980714,1.155849073979432,0.2477744804502008,Var5
LandDiversity,2,-0.013874641139784516,0.008938163165731932,-1.5522922196115831,0.12062851377613117,Var5
LandDiversity,3,-0.017583980929220647,0.009416290964812826,-1.8673999130792764,0.061879197503737784,Var5
LandDiversity,4,-0.0033753930364844482,0.008005018428442694,-0.4216596209811726,0.673283848117447,Var5
LandDiversity,5,-0.005749396345360922,0.013307824624445365,-0.43203126789030266,0.6657293419781096,Var5
LandDiversity,6,-0.0313208275723602,0.01226193607904816,-2.5543133947564587,0.010656545106290917,Var5
LandDiversity,7,0.02762703436283054,0.01065093727194654,2.5938594564440143,0.009506354378651919,Var5
LandDiversity,8,-0.020714271776089116,0.013270692599450224,-1.5609035942063236,0.11858269276891163,Var5
LandDiversity,9,-0.008796649936012741,0.013928626212066815,-0.6315518703769882,0.5276962562090844,Var5
LargeFarms,1,0.04759942305913012,0.007036897169885802,6.7642629855144785,1.4259414012892869e-11,Var5
LargeFarms,2,-0.008777144401903938,0.009660828014340084,-0.9085292056618286,0.3636237327566554,Var5
LargeFarms,3,-0.016592330278647954,0.010291026679156772,-1.6123104910663295,0.10693048474891688,Var5
LargeFarms,4,0.05572765023607591,0.008200887902582289,6.795319104231194,1.1514283121786231e-11,Var5
LargeFarms,5,-0.0050935170558674536,0.012050466111982955,-0.42268216088359206,0.6725375676330596,Var5
LargeFarms,6,0.04550581791398984,0.00861720693441337,5.280808301383529,1.317077223817495e-7,Var5
LargeFarms,7,0.04431826983423688,0.009007227253573046,4.920301063421756,8.79885268248904e-7,Var5
LargeFarms,8,-0.03233811305680253,0.011192137711101181,-2.8893598248641297,0.0038697591556006708,Var5
LargeFarms,9,0.08409488570653292,0.010694337084711472,7.863496824572158,4.179592420060886e-15,Var5
MeanCropArea,1,-0.010446644266327985,0.005287430270916086,-1.975750739218359,0.04821440814129754,Var5
MeanCropArea,2,0.017169708611037216,0.015407859280319198,1.1143474442921781,0.2651607922585842,Var5
MeanCropArea,3,0.006860226203640332,0.010164504832853805,0.6749198624478633,0.499744527478896,Var5
MeanCropArea,4,0.011019856546254266,0.006698903318965592,1.645023972066504,0.10000081619894961,Var5
