variable,ERS,ERS_twoways_var7,ERS_individual_var7,ERS_time_var7,ERS_twoways_var6,ERS_individual_var6,ERS_time_var6,ERS_twoways_var6_3yrs,ERS_individual_var6_3yrs,ERS_time_var6_3yrs,ERS_twoways_var7crops,ERS_individual_var7crops,ERS_time_var7crops,ERS_twoways_var6crops,ERS_individual_var6crops,ERS_time_var6crops,ERS_twoways_var6crops_3yrs,ERS_individual_var6crops_3yrs,ERS_time_var6crops_3yrs
pland_crops,4,0.016605422203210454,0.011869376236419309,-0.0026674279441011883,0.004219827668722897,0.008406618268674414,-0.0026337755426645523,0.012031632932791091,0.01000353264019278,-0.002634001711170516,0.015604796685330035,0.008731597570035199,-0.0014158686655856019,0.004108791825253183,0.007466203407831914,-0.0012036970807215385,0.011719176263972992,0.00663722683515728,-0.0013419350560871812
cropintensity,4,1.8317919210519916e-4,2.541469716396892e-4,-3.1253769861349257e-4,-9.417821330934484e-5,-1.4916403847108878e-4,-1.1163616189326569e-4,-1.6639839390876425e-4,-1.658596799738e-4,-2.7520692601147194e-4,1.5026021965014114e-4,2.257111500976931e-4,-6.014472167519437e-4,-1.3500972055760857e-4,-1.6922083501893015e-4,-3.6591844662239175e-4,-2.1168448588243475e-4,-1.8171808091959227e-4,-5.035346306160485e-4
msidi,4,-0.012842871107437103,-0.10593709527534617,-0.038829069465392364,-0.21112723108151657,-0.1736304114318466,-0.05316181575099357,-0.073415290348543355,-0.15544459567865762,-0.0399140035307293,-0.07201394888502355,-0.1756135137707465,-0.025904892083822396,-0.24248824207734088,-0.2065017297062399,-0.04573241499311325,-0.11065052160979558,-0.20602401661999423,-0.03130055470854548
mna_crops,4,-8.04076748033126e-4,-6.932866726973611e-4,2.3661299205098095e-4,-4.5994183327286364e-4,-3.2615623515093743e-4,3.0920013489391064e-4,-6.093218510243613e-4,-4.624921644022021e-4,2.386762436543082e-4,-0.001040277704877155,-0.0010066314542467646,-3.3583473894163244e-5,-6.100399072056812e-4,-5.576767554008955e-4,1.9503058513599152e-6,-9.287414900522922e-4,-9.146392396007301e-4,-2.892448445835514e-5
largefarm_planted,4,0.3626027123098453,0.37314973283919256,0.3212690935169711,0.3432827874021754,0.3668366623513238,0.3165073055922966,0.3889266365444727,0.4082344799418221,0.31991543820076096,0.361025690639015,0.38942113830103225,0.481355983925299,0.39756020061956066,0.44657529568006205,0.47660431513870893,0.4165241795206038,0.46541339499541745,0.47847118603895544
te_shared_c_nc,4,0.48061948317631115,0.5334439055662756,-0.05046417847235615,0.026591314310256076,-0.036436820250354204,-0.04098370932952545,0.43425418853115283,0.443045851177506,-0.04804934526703668,0.34171123571205303,0.3992314254426368,-0.012771117851549517,-0.004660290428869662,-0.06485200791341816,-0.005589083438105106,0.30870509963123494,0.33748315185303757,-0.009168493768348097
SDI,4,0.38214303727217985,0.41745283487549867,-0.03602392091416164,NA,NA,NA,NA,NA,NA,0.3966386361782895,0.415903961022226,-0.09014662596120845,NA,NA,NA,NA,NA,NA
soysmallgrain_planted,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10333423356676585,-0.1469088640389799,-0.34959019789567947,-0.1716758547596838,-0.2351626713044088,-0.36506878025732176,-0.14578446024981997,-0.2203397019698192,-0.3421530241276196
corn_planted,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15779034743707573,0.1404620841590576,0.01334507443671844,0.015884154508478163,0.024126425972492392,0.010063200209829181,0.08909875653818192,0.06778389671451927,-0.0012791848365979672
fruitveg_planted,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3064791427069626,0.39672900510555226,0.5930574891971591,0.4205196090367381,0.4014256355196554,0.6275616497770343,0.014992150481162892,0.0620052553012222,0.5794968437128384
